DUSSELDORF_cloud_cover,DUSSELDORF_wind_speed,DUSSELDORF_wind_gust,DUSSELDORF_humidity,DUSSELDORF_pressure,DUSSELDORF_global_radiation,DUSSELDORF_precipitation,DUSSELDORF_sunshine,DUSSELDORF_temp_mean,DUSSELDORF_temp_min,DUSSELDORF_temp_max,year,month,day
1.3511892526031553,-0.8520655086761225,-1.2080239563033088,1.472087098740846,0.8601137005455103,-1.1666986399238082,0.0044520552314862944,-1.0273762292235231,-1.0379087244758463,-0.7098979017489432,-1.081528153846409,-1.5663009629715277,-1.6004122404683567,-1.6729950584503879
0.40571902491033085,-0.5610075140325259,-0.8218007272764859,1.0239784782374177,1.3224279776584897,-1.087204828523718,-0.4960959391023904,-0.8610614808258391,-0.6940327442408118,-0.6773765641070756,-0.9529586906774857,-1.5663009629715277,-1.6004122404683567,-1.5593977799805154
0.878454138756743,0.8942824591854571,0.9548261262468997,0.21738296133124788,0.8063562264626113,-1.1666986399238082,0.1409651445952709,-1.0273762292235231,-0.5146191893355765,0.005571526372142795,-0.798675334874778,-1.5663009629715277,-1.6004122404683567,-1.445800501510643
0.878454138756743,1.1853404538290537,1.5985315079582711,1.0239784782374177,0.021497104852190002,-1.1666986399238082,1.7108656722787932,-1.0273762292235231,-0.4996680597601403,-0.04321048009065863,-0.7858183885578858,-1.5663009629715277,-1.6004122404683567,-1.3322032230407705
-0.5397512027824936,0.3121664698982639,0.15663145292479858,0.3966264095326192,0.46230839233200977,-0.7238045478375899,-0.4960959391023904,0.5169750058978287,-0.8883974287214834,-1.0513719469885523,-0.8629600664592396,-1.5663009629715277,-1.6004122404683567,-1.2186059445708979
0.40571902491033085,0.8942824591854571,0.4398618208778024,0.6654915818346752,0.15051504265117155,-0.9168609469520953,-0.08655667101103676,-0.36211723563278697,-0.5295703189110128,-0.4172058629721353,-0.6315350327551777,-1.5663009629715277,-1.6004122404683567,-1.1050086661010254
0.40571902491033085,0.3121664698982639,-0.30683642190738863,0.30700468543193354,0.6343323093973106,-0.9395734644949782,-0.4960959391023904,-0.4333949849460801,-0.6790816146653756,-0.35216318768840016,-0.8501031201423473,-1.5663009629715277,-1.6004122404683567,-0.991411387631153
1.3511892526031553,0.4285896677557027,-0.28108820663893386,0.8447350300360464,0.3440419493496319,-1.1666986399238082,-0.22306976037482132,-1.0273762292235231,-0.6790816146653756,-0.23833850594186376,-0.9529586906774857,-1.5663009629715277,-1.6004122404683567,-0.8778141091612806
0.40571902491033085,-1.6088162947494737,-1.3882614631824928,1.6513305469422164,0.9783801435278882,-1.1666986399238082,-0.4960959391023904,-1.0273762292235231,-1.292077927258263,-1.0351112781676186,-1.0943851001633016,-1.5663009629715277,-1.6004122404683567,-0.7642168306914081
1.3511892526031553,-1.5506046958207544,-1.6199954005985866,1.8305739951435875,2.13954158371865,-1.1553423811523669,-0.4960959391023904,-1.0273762292235231,-1.501393741314371,-1.0513719469885523,-1.6600907381065635,-1.5663009629715277,-1.6004122404683567,-0.6506195522215357
